timestamp,k40_rate,rolling_median,reason
2025-12-04 00:44:27.913414+00:00,-0.000599,nan,K40 rate -0.0006 < absolute minimum 0.05
2025-12-04 01:46:36.481056+00:00,-0.000614,nan,K40 rate -0.0006 < absolute minimum 0.05
2025-12-04 02:48:44.162313+00:00,0.001067,nan,K40 rate 0.0011 < absolute minimum 0.05
2025-12-04 03:50:53.244755+00:00,-0.000614,nan,K40 rate -0.0006 < absolute minimum 0.05
2025-12-04 04:53:04.404685+00:00,0.001067,nan,K40 rate 0.0011 < absolute minimum 0.05
2025-12-04 05:55:15.619954+00:00,0.000395,nan,K40 rate 0.0004 < absolute minimum 0.05
2025-12-04 06:57:23.786588+00:00,-0.000599,nan,K40 rate -0.0006 < absolute minimum 0.05
2025-12-04 08:00:10.437924+00:00,0.000234,nan,K40 rate 0.0002 < absolute minimum 0.05
2025-12-04 09:03:46.390065+00:00,0.000102,nan,K40 rate 0.0001 < absolute minimum 0.05
2025-12-04 10:07:14.510036+00:00,-0.000044,nan,K40 rate -0.0000 < absolute minimum 0.05
2025-12-04 11:09:24.767179+00:00,-0.000073,nan,K40 rate -0.0001 < absolute minimum 0.05
2025-12-04 12:11:31.951517+00:00,0.000380,nan,K40 rate 0.0004 < absolute minimum 0.05
2025-12-09 09:19:57.929211+00:00,-0.003509,nan,K40 rate -0.0035 < absolute minimum 0.05
2025-12-09 10:22:57.568570+00:00,0.010497,nan,K40 rate 0.0105 < absolute minimum 0.05
2025-12-09 11:25:19.632427+00:00,0.013611,nan,K40 rate 0.0136 < absolute minimum 0.05
2025-12-09 12:27:51.015353+00:00,0.000112,nan,K40 rate 0.0001 < absolute minimum 0.05
2025-12-09 13:30:55.085149+00:00,0.002047,nan,K40 rate 0.0020 < absolute minimum 0.05
2025-12-09 14:34:16.708227+00:00,-0.000292,nan,K40 rate -0.0003 < absolute minimum 0.05
2025-12-09 15:37:18.926794+00:00,0.002222,nan,K40 rate 0.0022 < absolute minimum 0.05
2025-12-09 16:40:24.005534+00:00,0.001988,nan,K40 rate 0.0020 < absolute minimum 0.05
2025-12-09 17:43:28.145100+00:00,-0.002217,nan,K40 rate -0.0022 < absolute minimum 0.05
2025-12-09 18:46:44.849229+00:00,0.000614,nan,K40 rate 0.0006 < absolute minimum 0.05
2025-12-09 19:48:41.471028+00:00,0.000760,nan,K40 rate 0.0008 < absolute minimum 0.05
2025-12-09 20:50:31.486802+00:00,0.000307,nan,K40 rate 0.0003 < absolute minimum 0.05
2025-12-09 21:53:00.391813+00:00,-0.003421,nan,K40 rate -0.0034 < absolute minimum 0.05
2025-12-09 22:55:47.345992+00:00,-0.017939,nan,K40 rate -0.0179 < absolute minimum 0.05
2025-12-09 23:58:21.335433+00:00,0.004152,nan,K40 rate 0.0042 < absolute minimum 0.05
2025-12-10 01:00:51.740738+00:00,-0.002953,nan,K40 rate -0.0030 < absolute minimum 0.05
2025-12-10 02:03:21.934924+00:00,0.017807,nan,K40 rate 0.0178 < absolute minimum 0.05
2025-12-10 03:05:50.963741+00:00,0.002208,nan,K40 rate 0.0022 < absolute minimum 0.05
2025-12-10 04:08:30.477453+00:00,-0.023056,nan,K40 rate -0.0231 < absolute minimum 0.05
2025-12-10 05:11:08.407504+00:00,0.003567,nan,K40 rate 0.0036 < absolute minimum 0.05
2025-12-10 06:13:43.935135+00:00,-0.010877,nan,K40 rate -0.0109 < absolute minimum 0.05
2025-12-10 07:16:28.174122+00:00,-0.000161,nan,K40 rate -0.0002 < absolute minimum 0.05
2025-12-10 08:19:02.986022+00:00,0.001813,nan,K40 rate 0.0018 < absolute minimum 0.05
2025-12-10 09:21:32.906559+00:00,-0.002705,nan,K40 rate -0.0027 < absolute minimum 0.05
2025-12-10 10:24:04.791148+00:00,0.003158,nan,K40 rate 0.0032 < absolute minimum 0.05
2025-12-10 11:26:30.083210+00:00,0.001067,nan,K40 rate 0.0011 < absolute minimum 0.05
2025-12-10 12:28:40.918608+00:00,-0.002968,nan,K40 rate -0.0030 < absolute minimum 0.05
2025-12-10 13:30:49.634205+00:00,-0.000643,nan,K40 rate -0.0006 < absolute minimum 0.05
2025-12-10 14:32:56.499060+00:00,0.004503,nan,K40 rate 0.0045 < absolute minimum 0.05
2025-12-10 15:35:05.751120+00:00,0.015789,nan,K40 rate 0.0158 < absolute minimum 0.05
2025-12-10 16:37:12.969949+00:00,-0.004020,nan,K40 rate -0.0040 < absolute minimum 0.05
2025-12-10 17:39:21.429304+00:00,0.003538,nan,K40 rate 0.0035 < absolute minimum 0.05
2025-12-10 18:41:35.167857+00:00,-0.002120,nan,K40 rate -0.0021 < absolute minimum 0.05
2025-12-10 19:43:42.412918+00:00,0.002982,nan,K40 rate 0.0030 < absolute minimum 0.05
2025-12-10 20:45:51.749395+00:00,-0.005117,nan,K40 rate -0.0051 < absolute minimum 0.05
2025-12-10 21:48:03.626303+00:00,-0.003085,nan,K40 rate -0.0031 < absolute minimum 0.05
2025-12-10 22:50:12.253746+00:00,-0.004751,nan,K40 rate -0.0048 < absolute minimum 0.05
2025-12-10 23:53:50.978058+00:00,0.006740,nan,K40 rate 0.0067 < absolute minimum 0.05
2025-12-11 00:57:21.949611+00:00,0.004050,nan,K40 rate 0.0040 < absolute minimum 0.05
2025-12-11 02:00:09.830315+00:00,-0.002763,nan,K40 rate -0.0028 < absolute minimum 0.05
2025-12-11 03:02:41.905615+00:00,0.008319,nan,K40 rate 0.0083 < absolute minimum 0.05
2025-12-11 04:05:21.451179+00:00,0.005044,nan,K40 rate 0.0050 < absolute minimum 0.05
2025-12-11 05:08:05.338263+00:00,0.009854,nan,K40 rate 0.0099 < absolute minimum 0.05
2025-12-11 06:10:48.666000+00:00,-0.000658,nan,K40 rate -0.0007 < absolute minimum 0.05
2025-12-11 07:13:24.462609+00:00,0.004269,nan,K40 rate 0.0043 < absolute minimum 0.05
2025-12-11 08:16:07.778676+00:00,0.000161,nan,K40 rate 0.0002 < absolute minimum 0.05
2025-12-11 09:18:38.233621+00:00,0.013099,nan,K40 rate 0.0131 < absolute minimum 0.05
2025-12-11 10:21:07.877985+00:00,-0.000541,nan,K40 rate -0.0005 < absolute minimum 0.05
2025-12-11 11:23:41.335459+00:00,-0.007851,nan,K40 rate -0.0079 < absolute minimum 0.05
2025-12-11 12:26:18.063702+00:00,-0.003114,nan,K40 rate -0.0031 < absolute minimum 0.05
2025-12-11 13:28:26.818159+00:00,-0.000307,nan,K40 rate -0.0003 < absolute minimum 0.05
2025-12-11 14:30:30.160982+00:00,0.000833,nan,K40 rate 0.0008 < absolute minimum 0.05
2025-12-11 15:32:34.965789+00:00,-0.009152,nan,K40 rate -0.0092 < absolute minimum 0.05
2025-12-11 16:34:13.284785+00:00,0.001818,nan,K40 rate 0.0018 < absolute minimum 0.05
2025-12-11 17:36:51.770947+00:00,-0.001491,nan,K40 rate -0.0015 < absolute minimum 0.05
2025-12-11 18:39:12.549327+00:00,-0.003275,nan,K40 rate -0.0033 < absolute minimum 0.05
2025-12-11 19:41:30.242512+00:00,0.004766,nan,K40 rate 0.0048 < absolute minimum 0.05
2025-12-11 20:43:55.450026+00:00,0.000687,nan,K40 rate 0.0007 < absolute minimum 0.05
2025-12-11 21:46:39.986387+00:00,-0.005541,nan,K40 rate -0.0055 < absolute minimum 0.05
2025-12-11 22:50:11.402755+00:00,-0.005190,nan,K40 rate -0.0052 < absolute minimum 0.05
2025-12-11 23:54:47.122232+00:00,-0.007617,nan,K40 rate -0.0076 < absolute minimum 0.05
2025-12-12 00:59:15.084153+00:00,-0.001857,nan,K40 rate -0.0019 < absolute minimum 0.05
2025-12-12 02:03:40.483400+00:00,0.010746,nan,K40 rate 0.0107 < absolute minimum 0.05
2025-12-12 03:08:04.446858+00:00,0.008114,nan,K40 rate 0.0081 < absolute minimum 0.05
2025-12-12 04:12:36.004109+00:00,-0.006550,nan,K40 rate -0.0065 < absolute minimum 0.05
2025-12-12 05:17:06.873257+00:00,-0.007558,nan,K40 rate -0.0076 < absolute minimum 0.05
2025-12-12 06:21:35.388473+00:00,-0.006667,nan,K40 rate -0.0067 < absolute minimum 0.05
2025-12-12 07:26:08.440403+00:00,-0.016228,nan,K40 rate -0.0162 < absolute minimum 0.05
2025-12-12 08:30:40.346383+00:00,-0.008626,nan,K40 rate -0.0086 < absolute minimum 0.05
2025-12-12 09:35:06.190375+00:00,-0.009108,nan,K40 rate -0.0091 < absolute minimum 0.05
2025-12-12 10:39:37.435639+00:00,-0.020570,nan,K40 rate -0.0206 < absolute minimum 0.05
2025-12-12 11:44:09.030611+00:00,0.005263,nan,K40 rate 0.0053 < absolute minimum 0.05
2025-12-12 12:46:51.370496+00:00,-0.000909,nan,K40 rate -0.0009 < absolute minimum 0.05
2025-12-12 13:49:13.945159+00:00,0.000380,nan,K40 rate 0.0004 < absolute minimum 0.05
2025-12-12 14:51:31.793523+00:00,0.011067,nan,K40 rate 0.0111 < absolute minimum 0.05
2025-12-12 15:53:24.508018+00:00,-0.005687,nan,K40 rate -0.0057 < absolute minimum 0.05
2025-12-12 16:55:38.729945+00:00,-0.000351,nan,K40 rate -0.0004 < absolute minimum 0.05
2025-12-12 17:57:50.339574+00:00,0.001243,nan,K40 rate 0.0012 < absolute minimum 0.05
2025-12-12 19:00:08.883570+00:00,0.004006,nan,K40 rate 0.0040 < absolute minimum 0.05
2025-12-12 20:02:33.749880+00:00,-0.005263,nan,K40 rate -0.0053 < absolute minimum 0.05
2025-12-12 21:04:59.482551+00:00,-0.001404,nan,K40 rate -0.0014 < absolute minimum 0.05
2025-12-12 22:08:21.010528+00:00,-0.002690,nan,K40 rate -0.0027 < absolute minimum 0.05
2025-12-12 23:11:53.939440+00:00,0.017763,nan,K40 rate 0.0178 < absolute minimum 0.05
2025-12-13 00:15:29.505261+00:00,-0.006550,nan,K40 rate -0.0065 < absolute minimum 0.05
2025-12-13 01:19:08.578908+00:00,-0.026798,nan,K40 rate -0.0268 < absolute minimum 0.05
2025-12-13 02:22:47.080784+00:00,0.001213,nan,K40 rate 0.0012 < absolute minimum 0.05
2025-12-13 03:26:25.209170+00:00,-0.010278,nan,K40 rate -0.0103 < absolute minimum 0.05
2025-12-13 04:30:04.374905+00:00,-0.017588,nan,K40 rate -0.0176 < absolute minimum 0.05
2025-12-13 05:33:39.590479+00:00,0.014357,nan,K40 rate 0.0144 < absolute minimum 0.05
2025-12-13 06:37:18.823964+00:00,-0.019079,nan,K40 rate -0.0191 < absolute minimum 0.05
2025-12-13 07:40:55.754477+00:00,-0.013977,nan,K40 rate -0.0140 < absolute minimum 0.05
2025-12-13 08:44:34.328302+00:00,0.011667,nan,K40 rate 0.0117 < absolute minimum 0.05
2025-12-13 09:48:13.345895+00:00,-0.004605,nan,K40 rate -0.0046 < absolute minimum 0.05
2025-12-13 10:51:46.513192+00:00,0.018582,nan,K40 rate 0.0186 < absolute minimum 0.05
2025-12-13 11:55:22.753340+00:00,0.006228,nan,K40 rate 0.0062 < absolute minimum 0.05
2025-12-13 12:59:09.080955+00:00,-0.004547,nan,K40 rate -0.0045 < absolute minimum 0.05
2025-12-13 14:01:48.169843+00:00,0.018333,nan,K40 rate 0.0183 < absolute minimum 0.05
2025-12-13 15:04:18.096692+00:00,0.014035,nan,K40 rate 0.0140 < absolute minimum 0.05
2025-12-13 16:06:46.086341+00:00,0.015117,nan,K40 rate 0.0151 < absolute minimum 0.05
2025-12-13 17:09:25.452578+00:00,0.005073,nan,K40 rate 0.0051 < absolute minimum 0.05
2025-12-13 18:12:00.374939+00:00,-0.007836,nan,K40 rate -0.0078 < absolute minimum 0.05
2025-12-13 19:16:25.955749+00:00,0.011374,nan,K40 rate 0.0114 < absolute minimum 0.05
2025-12-13 20:20:58.428786+00:00,-0.006023,nan,K40 rate -0.0060 < absolute minimum 0.05
2025-12-13 21:25:25.656385+00:00,-0.000058,nan,K40 rate -0.0001 < absolute minimum 0.05
2025-12-13 22:29:59.825981+00:00,0.006462,nan,K40 rate 0.0065 < absolute minimum 0.05
2025-12-13 23:34:19.354284+00:00,-0.006038,nan,K40 rate -0.0060 < absolute minimum 0.05
2025-12-14 00:38:50.339337+00:00,0.007807,nan,K40 rate 0.0078 < absolute minimum 0.05
2025-12-14 01:43:20.445958+00:00,0.004605,nan,K40 rate 0.0046 < absolute minimum 0.05
2025-12-14 02:47:49.189040+00:00,-0.007251,nan,K40 rate -0.0073 < absolute minimum 0.05
2025-12-14 03:52:14.833650+00:00,0.011901,nan,K40 rate 0.0119 < absolute minimum 0.05
2025-12-14 04:56:46.594601+00:00,-0.010731,nan,K40 rate -0.0107 < absolute minimum 0.05
2025-12-14 06:01:15.879007+00:00,0.022120,nan,K40 rate 0.0221 < absolute minimum 0.05
2025-12-14 07:05:40.884895+00:00,-0.007047,nan,K40 rate -0.0070 < absolute minimum 0.05
2025-12-14 08:10:09.248869+00:00,-0.011535,nan,K40 rate -0.0115 < absolute minimum 0.05
2025-12-14 09:14:29.878543+00:00,-0.013363,nan,K40 rate -0.0134 < absolute minimum 0.05
2025-12-14 10:19:02.859238+00:00,-0.011111,nan,K40 rate -0.0111 < absolute minimum 0.05
2025-12-14 11:23:29.440753+00:00,-0.009708,nan,K40 rate -0.0097 < absolute minimum 0.05
2025-12-14 12:27:57.882485+00:00,-0.023056,nan,K40 rate -0.0231 < absolute minimum 0.05
2025-12-14 13:32:32.529893+00:00,0.010658,nan,K40 rate 0.0107 < absolute minimum 0.05
2025-12-14 14:36:14.368621+00:00,0.011637,nan,K40 rate 0.0116 < absolute minimum 0.05
2025-12-14 15:39:15.153363+00:00,0.004386,nan,K40 rate 0.0044 < absolute minimum 0.05
2025-12-14 16:42:28.815265+00:00,-0.004035,nan,K40 rate -0.0040 < absolute minimum 0.05
2025-12-14 17:46:19.619801+00:00,0.014839,nan,K40 rate 0.0148 < absolute minimum 0.05
2025-12-14 18:50:52.921417+00:00,0.010117,nan,K40 rate 0.0101 < absolute minimum 0.05
2025-12-14 19:55:20.100782+00:00,0.007485,nan,K40 rate 0.0075 < absolute minimum 0.05
2025-12-14 20:59:50.565276+00:00,0.007135,nan,K40 rate 0.0071 < absolute minimum 0.05
2025-12-14 22:04:16.284298+00:00,-0.014254,nan,K40 rate -0.0143 < absolute minimum 0.05
2025-12-14 23:08:43.495543+00:00,-0.013918,nan,K40 rate -0.0139 < absolute minimum 0.05
2025-12-15 00:13:11.369315+00:00,0.000877,nan,K40 rate 0.0009 < absolute minimum 0.05
2025-12-15 01:17:38.750240+00:00,-0.002091,nan,K40 rate -0.0021 < absolute minimum 0.05
2025-12-15 02:22:06.007270+00:00,-0.008056,nan,K40 rate -0.0081 < absolute minimum 0.05
2025-12-15 03:26:27.567575+00:00,-0.000950,nan,K40 rate -0.0010 < absolute minimum 0.05
2025-12-15 04:30:57.950312+00:00,-0.008202,nan,K40 rate -0.0082 < absolute minimum 0.05
2025-12-15 05:35:26.191503+00:00,0.015965,nan,K40 rate 0.0160 < absolute minimum 0.05
2025-12-15 06:39:48.623494+00:00,0.012427,nan,K40 rate 0.0124 < absolute minimum 0.05
2025-12-15 07:44:16.715772+00:00,0.007076,nan,K40 rate 0.0071 < absolute minimum 0.05
2025-12-15 08:48:44.514032+00:00,-0.010073,nan,K40 rate -0.0101 < absolute minimum 0.05
2025-12-15 09:53:16.801766+00:00,-0.010556,nan,K40 rate -0.0106 < absolute minimum 0.05
2025-12-15 10:57:37.125168+00:00,0.004240,nan,K40 rate 0.0042 < absolute minimum 0.05
2025-12-15 12:02:04.797935+00:00,-0.014868,nan,K40 rate -0.0149 < absolute minimum 0.05
2025-12-15 13:06:29.772653+00:00,-0.011213,nan,K40 rate -0.0112 < absolute minimum 0.05
2025-12-15 14:10:13.189234+00:00,0.000599,nan,K40 rate 0.0006 < absolute minimum 0.05
2025-12-15 15:12:56.155412+00:00,0.005307,nan,K40 rate 0.0053 < absolute minimum 0.05
2025-12-15 16:15:37.095452+00:00,0.008246,nan,K40 rate 0.0082 < absolute minimum 0.05
2025-12-18 15:07:59.282199+00:00,0.010877,nan,K40 rate 0.0109 < absolute minimum 0.05
2025-12-18 16:10:02.726584+00:00,0.000263,nan,K40 rate 0.0003 < absolute minimum 0.05
2025-12-18 17:12:07.084481+00:00,0.000468,nan,K40 rate 0.0005 < absolute minimum 0.05
2025-12-18 18:14:15.525466+00:00,-0.002573,nan,K40 rate -0.0026 < absolute minimum 0.05
2025-12-18 19:16:22.494181+00:00,-0.001023,nan,K40 rate -0.0010 < absolute minimum 0.05
2025-12-18 20:18:30.758642+00:00,-0.001842,nan,K40 rate -0.0018 < absolute minimum 0.05
2025-12-18 21:20:37.741904+00:00,0.001667,nan,K40 rate 0.0017 < absolute minimum 0.05
2025-12-18 22:22:40.531332+00:00,0.001740,nan,K40 rate 0.0017 < absolute minimum 0.05
2025-12-18 23:24:47.491234+00:00,-0.002251,nan,K40 rate -0.0023 < absolute minimum 0.05
2025-12-19 00:26:52.970648+00:00,0.005205,nan,K40 rate 0.0052 < absolute minimum 0.05
2025-12-19 01:28:59.925557+00:00,0.002515,nan,K40 rate 0.0025 < absolute minimum 0.05
2025-12-19 02:31:08.793283+00:00,0.003070,nan,K40 rate 0.0031 < absolute minimum 0.05
2025-12-19 03:33:17.673118+00:00,0.004342,nan,K40 rate 0.0043 < absolute minimum 0.05
2025-12-19 04:35:27.110809+00:00,-0.001871,nan,K40 rate -0.0019 < absolute minimum 0.05
2025-12-19 05:37:35.371248+00:00,0.001301,nan,K40 rate 0.0013 < absolute minimum 0.05
2025-12-19 06:39:43.618911+00:00,-0.003713,nan,K40 rate -0.0037 < absolute minimum 0.05
2025-12-19 07:41:50.926335+00:00,-0.000292,nan,K40 rate -0.0003 < absolute minimum 0.05
2025-12-19 08:43:55.127982+00:00,-0.000629,nan,K40 rate -0.0006 < absolute minimum 0.05
2025-12-19 09:46:00.995495+00:00,-0.001140,nan,K40 rate -0.0011 < absolute minimum 0.05
2025-12-19 10:48:16.449881+00:00,0.000746,nan,K40 rate 0.0007 < absolute minimum 0.05
2025-12-19 11:50:25.015302+00:00,-0.016477,nan,K40 rate -0.0165 < absolute minimum 0.05
2025-12-19 12:52:30.655486+00:00,-0.033626,nan,K40 rate -0.0336 < absolute minimum 0.05
2025-12-19 14:55:11.929189+00:00,-0.002558,nan,K40 rate -0.0026 < absolute minimum 0.05
2025-12-19 15:58:57.165593+00:00,-0.004942,nan,K40 rate -0.0049 < absolute minimum 0.05
2025-12-19 17:02:38.173117+00:00,0.000819,nan,K40 rate 0.0008 < absolute minimum 0.05
2025-12-19 18:06:19.786851+00:00,0.001798,nan,K40 rate 0.0018 < absolute minimum 0.05
2025-12-19 19:10:02.955052+00:00,-0.000161,nan,K40 rate -0.0002 < absolute minimum 0.05
2025-12-19 20:13:47.730182+00:00,-0.000643,nan,K40 rate -0.0006 < absolute minimum 0.05
2025-12-19 21:17:26.981984+00:00,-0.003684,nan,K40 rate -0.0037 < absolute minimum 0.05
2025-12-19 22:21:11.199206+00:00,0.002178,nan,K40 rate 0.0022 < absolute minimum 0.05
2025-12-19 23:24:53.319892+00:00,-0.000409,nan,K40 rate -0.0004 < absolute minimum 0.05
2025-12-20 00:28:38.495879+00:00,-0.000424,nan,K40 rate -0.0004 < absolute minimum 0.05
2025-12-20 01:32:23.023870+00:00,-0.001652,nan,K40 rate -0.0017 < absolute minimum 0.05
2025-12-20 02:36:06.775282+00:00,-0.001901,nan,K40 rate -0.0019 < absolute minimum 0.05
2025-12-20 03:39:42.621731+00:00,-0.005833,nan,K40 rate -0.0058 < absolute minimum 0.05
2025-12-20 04:43:25.043281+00:00,-0.000015,nan,K40 rate -0.0000 < absolute minimum 0.05
2025-12-20 05:47:11.936507+00:00,0.002251,nan,K40 rate 0.0023 < absolute minimum 0.05
2025-12-20 06:50:54.983850+00:00,-0.002865,nan,K40 rate -0.0029 < absolute minimum 0.05
2025-12-20 07:54:36.081981+00:00,-0.001243,nan,K40 rate -0.0012 < absolute minimum 0.05
2025-12-20 08:58:28.010491+00:00,0.003041,nan,K40 rate 0.0030 < absolute minimum 0.05
2025-12-20 10:02:14.390488+00:00,-0.000877,nan,K40 rate -0.0009 < absolute minimum 0.05
2025-12-20 11:05:55.297041+00:00,-0.002924,nan,K40 rate -0.0029 < absolute minimum 0.05
2025-12-20 12:09:40.857730+00:00,0.002149,nan,K40 rate 0.0021 < absolute minimum 0.05
2025-12-20 13:13:25.554309+00:00,-0.007135,nan,K40 rate -0.0071 < absolute minimum 0.05
2025-12-20 14:17:09.029127+00:00,-0.004050,nan,K40 rate -0.0040 < absolute minimum 0.05
2025-12-20 15:20:57.907085+00:00,0.004020,nan,K40 rate 0.0040 < absolute minimum 0.05
2025-12-20 16:24:40.815881+00:00,0.000599,nan,K40 rate 0.0006 < absolute minimum 0.05
2025-12-20 17:28:27.987532+00:00,-0.002661,nan,K40 rate -0.0027 < absolute minimum 0.05
2025-12-20 18:32:10.478814+00:00,-0.005292,nan,K40 rate -0.0053 < absolute minimum 0.05
2025-12-20 19:35:56.510276+00:00,0.005058,nan,K40 rate 0.0051 < absolute minimum 0.05
2025-12-20 20:39:40.359157+00:00,-0.005278,nan,K40 rate -0.0053 < absolute minimum 0.05
2025-12-20 21:43:23.790024+00:00,-0.000102,nan,K40 rate -0.0001 < absolute minimum 0.05
2025-12-20 22:47:06.590566+00:00,-0.001667,nan,K40 rate -0.0017 < absolute minimum 0.05
2025-12-20 23:50:52.075087+00:00,0.003392,nan,K40 rate 0.0034 < absolute minimum 0.05
2025-12-21 00:54:35.076923+00:00,-0.001813,nan,K40 rate -0.0018 < absolute minimum 0.05
2025-12-21 01:58:15.670373+00:00,0.004839,nan,K40 rate 0.0048 < absolute minimum 0.05
2025-12-21 03:02:08.793027+00:00,0.001360,nan,K40 rate 0.0014 < absolute minimum 0.05
2025-12-21 04:05:55.818371+00:00,-0.000249,nan,K40 rate -0.0002 < absolute minimum 0.05
2025-12-21 05:09:40.043396+00:00,-0.001711,nan,K40 rate -0.0017 < absolute minimum 0.05
2025-12-21 06:13:22.522850+00:00,0.000482,nan,K40 rate 0.0005 < absolute minimum 0.05
2025-12-21 07:17:10.008855+00:00,-0.001579,nan,K40 rate -0.0016 < absolute minimum 0.05
2025-12-21 08:20:50.021298+00:00,-0.001023,nan,K40 rate -0.0010 < absolute minimum 0.05
2025-12-21 09:24:37.233373+00:00,0.003670,nan,K40 rate 0.0037 < absolute minimum 0.05
2025-12-21 10:28:20.254827+00:00,0.001462,nan,K40 rate 0.0015 < absolute minimum 0.05
2025-12-21 11:32:06.024524+00:00,-0.003757,nan,K40 rate -0.0038 < absolute minimum 0.05
2025-12-21 12:35:49.407779+00:00,-0.000892,nan,K40 rate -0.0009 < absolute minimum 0.05
2025-12-21 13:39:30.615830+00:00,0.005819,nan,K40 rate 0.0058 < absolute minimum 0.05
2025-12-21 14:43:18.270422+00:00,-0.000950,nan,K40 rate -0.0010 < absolute minimum 0.05
2025-12-21 15:47:07.794983+00:00,-0.000044,nan,K40 rate -0.0000 < absolute minimum 0.05
2025-12-21 16:50:57.474727+00:00,-0.001023,nan,K40 rate -0.0010 < absolute minimum 0.05
2025-12-21 17:54:34.230066+00:00,0.006038,nan,K40 rate 0.0060 < absolute minimum 0.05
2025-12-21 18:58:18.748517+00:00,0.004401,nan,K40 rate 0.0044 < absolute minimum 0.05
2025-12-21 20:02:02.558861+00:00,-0.002178,nan,K40 rate -0.0022 < absolute minimum 0.05
2025-12-21 21:05:42.783663+00:00,-0.003377,nan,K40 rate -0.0034 < absolute minimum 0.05
2025-12-21 22:09:31.932731+00:00,-0.001067,nan,K40 rate -0.0011 < absolute minimum 0.05
2025-12-21 23:13:11.997115+00:00,0.001842,nan,K40 rate 0.0018 < absolute minimum 0.05
2025-12-22 00:16:57.186374+00:00,0.000409,nan,K40 rate 0.0004 < absolute minimum 0.05
2025-12-22 01:20:47.192061+00:00,0.008304,nan,K40 rate 0.0083 < absolute minimum 0.05
2025-12-22 02:24:29.450426+00:00,0.006287,nan,K40 rate 0.0063 < absolute minimum 0.05
2025-12-22 03:28:14.350043+00:00,-0.000365,nan,K40 rate -0.0004 < absolute minimum 0.05
2025-12-22 04:31:56.931163+00:00,0.002705,nan,K40 rate 0.0027 < absolute minimum 0.05
2025-12-22 05:35:40.076608+00:00,-0.000453,nan,K40 rate -0.0005 < absolute minimum 0.05
2025-12-22 06:39:26.163084+00:00,-0.002544,nan,K40 rate -0.0025 < absolute minimum 0.05
2025-12-22 07:43:11.667037+00:00,-0.000994,nan,K40 rate -0.0010 < absolute minimum 0.05
2025-12-22 08:46:57.004764+00:00,0.001886,nan,K40 rate 0.0019 < absolute minimum 0.05
2025-12-22 09:50:43.140505+00:00,0.003070,nan,K40 rate 0.0031 < absolute minimum 0.05
2025-12-22 10:54:26.913665+00:00,0.003889,nan,K40 rate 0.0039 < absolute minimum 0.05
2025-12-22 11:58:06.742463+00:00,0.005322,nan,K40 rate 0.0053 < absolute minimum 0.05
2025-12-22 13:01:50.008140+00:00,0.001754,nan,K40 rate 0.0018 < absolute minimum 0.05
2025-12-22 14:05:40.135344+00:00,-0.009211,nan,K40 rate -0.0092 < absolute minimum 0.05
